"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
58606,38220,8141,13244,62183
85266,22812,3402,21109,68784
23854,23621,4443,9455,79050
66723,4957,6930,27391,27189
48986,29447,4505,5783,94780
42350,81995,4953,5720,15218
44767,2885,8647,18320,32825
4646,85044,7754,24449,88354
11106,85789,7322,18289,94431
36087,56280,6433,17430,45611
1427,87610,8277,4761,29839
40769,71729,6124,27096,35100
27990,31767,1927,28871,57399
84533,15410,6736,23994,82629
68619,62150,7662,11139,36823
5331,32154,6504,8279,26711
5838,60876,2710,9037,17048
67873,86655,3755,15281,76805
44958,88215,6041,8772,62265
51096,83656,6215,26916,99558
61292,3497,1479,24883,87663
23390,61021,2795,19472,42293
21270,73395,3720,21261,82099
54907,60001,1944,16440,76340
80703,14668,3816,18788,80482
58798,74711,3886,12136,76687
15655,1023,7047,7005,34113
81242,68182,5019,11844,12865
6687,14291,2803,14419,87513
46455,8636,2857,6584,24628
16957,77359,8570,9910,19454
81226,23724,2753,8479,31915
6088,17624,1339,24353,99647
5942,50257,3210,26003,89862
72671,38542,6954,16607,63807
28077,71659,7737,7989,42112
46791,21523,7807,22147,55159
63596,83844,4310,12744,64327
89494,35691,2521,10630,67710
12429,88947,3760,19754,99482
51680,69550,3282,4936,54099
68881,63748,8173,4287,19171
47197,2285,1922,17963,63783
53730,45894,1512,14194,22278
23966,53172,4861,18530,29689
79535,4699,5469,10805,38569
79196,16571,2201,19015,19343
80647,38317,5368,4473,81849
12902,77835,5031,21072,33965
33341,65201,5905,14401,26916
79172,31224,8951,12553,12648
22273,68711,1697,22678,19916
29987,5322,1061,29340,30661
31807,74399,7510,22493,61839
14135,17956,2325,14686,38164
52936,48915,1814,5245,33228
50526,71310,2051,27233,55659
27844,4410,7946,4946,77542
48159,89460,8624,8613,50159
80374,63298,2290,4487,83379
89441,51981,6727,26837,35997
57837,41088,4382,4530,52291
87641,3011,8764,15693,32617
60437,33678,5942,16800,83888
88728,87676,1944,21427,82533
56421,40621,7787,21846,22543
63256,9518,5106,5786,90745
58482,84675,7405,23378,97337
48189,47411,8887,19189,53065
3996,82848,3358,8124,44790
2861,74719,3482,28036,78811
60610,55142,7158,20047,49880
54542,73171,6951,14417,76137
2495,84183,5335,17382,10538
33451,43684,8060,24644,13926
65258,6505,7979,15398,88389
66744,9197,6001,14199,67370
84209,22773,2653,12982,80770
50411,48079,6307,12606,94901
47809,82684,3350,17678,50584
64615,41463,8826,26625,18501
59015,59035,5417,26212,17464
82490,52090,5450,17744,66457
38697,21444,8152,11989,37819
23608,84706,8606,11015,73713
12234,65675,5266,9258,43085
51377,55799,6924,28392,23596
48043,11278,3700,23573,66480
68761,35381,5017,7248,56886
85612,39957,8289,18541,96340
1083,33859,1221,26051,11640
88469,4533,5332,25909,39367
78759,84697,5736,20661,19866
27439,75343,5781,28431,50166
63205,74235,8591,25307,14381
70866,26500,7825,10543,74495
39610,17856,6487,24771,61589
13985,56780,6223,5696,88551
39081,80219,5235,4959,74332
56966,75463,7754,22078,29454
27389,72530,7234,24132,51256
74130,56343,2034,8348,22277
66862,37497,4820,4896,10222
81505,30595,3666,13405,43474
54870,86028,8789,17206,41677
48202,10531,5924,18024,79583
49207,52773,6335,25867,68683
47912,11428,4134,11462,41341
36584,57122,4897,6460,96255
45707,70428,2407,9018,95344
6954,47926,5240,26782,83357
50974,37877,2074,5861,52039
24462,55307,3094,24386,49614
89981,45941,8480,14182,20107
59517,56234,7243,8725,33195
51299,1081,6671,21935,31318
18603,53991,6109,6023,94863
84314,22438,7340,6964,10182
53537,55864,4557,25256,47823
86210,13136,3848,22637,12806
36678,59741,7102,10070,65687
2556,56529,2179,26464,96391
10228,10367,2885,9666,56156
47393,2145,7756,9158,46883
46599,7313,6030,21265,69658
6986,46824,3920,9684,79755
10348,16637,2409,4868,22299
7329,28243,8004,20777,35585
65434,70270,1905,19205,35735
65021,81573,7430,18262,35346
9830,49005,1233,29022,83052
61106,19419,3028,16601,81860
28124,16339,2507,21035,73029
29502,66482,7417,29317,57309
6931,25604,4491,13451,45439
13974,5832,1456,29324,56558
42035,16115,4195,17796,31784
76282,77543,6067,25361,64256
42563,81529,1113,17653,85487
70241,4004,1189,14511,52498
69464,8347,3659,26735,62812
27061,42694,5806,25256,35027
45755,83921,6428,11154,31280
79094,39560,4376,11798,78689
72084,45276,8888,9978,95634
89524,62216,8408,23009,74783
79136,31918,1469,6099,90529
43518,78478,7483,20407,75777
88648,73049,4758,18196,44755
18081,57548,7437,25342,70508
11837,46761,4129,21907,28052
36324,64901,2058,24233,73027
48947,6476,3556,22130,24824
5670,33116,3448,9629,97840
55746,54010,7620,23843,30289
63322,2623,8333,22875,14901
64072,76270,3915,18300,76843
65874,34501,5368,22561,78975
45759,8710,3762,29597,44337
37067,67749,1801,29239,52756
23164,79167,1876,5658,65036
52722,71113,2541,4748,56901
46561,78247,8284,21463,33959
62586,13260,3370,9989,21189
50180,26232,3433,14826,59455
71966,3904,6201,20459,68514
17232,47530,7064,26381,47607
17976,38254,2309,22289,60136
4706,72225,1754,25350,24031
45865,42822,3466,29173,15588
61836,62274,3398,18181,43217
17762,71945,3438,25357,20198
28261,55876,3720,11900,66017
70048,59483,5113,29919,83817
57572,79675,1395,18603,38361
3027,3633,1273,5605,97379
87577,87915,6915,20802,40826
61541,15227,8027,25631,74502
69863,11623,2009,7242,11188
79098,20628,5377,17747,48935
5167,55027,3928,9489,90648
77042,61489,1621,20587,46513
68896,79915,1890,10012,30832
15102,49227,2507,7032,63723
41106,88966,6354,28813,98499
66131,17200,1941,14808,16888
33831,64024,8347,22111,41250
66903,8139,4849,7200,27749
18032,25977,4931,15736,59511
49757,41626,5856,9105,90538
64853,47023,7863,21470,40251
53917,11075,5657,9786,52183
63111,5615,6536,22513,16721
45597,57102,3899,23382,99758
74080,79779,4829,14530,93330
79891,89747,5698,16072,89853
78852,70519,6694,17945,55427
7386,50134,4196,23936,18925
54540,74698,8944,20551,35456
45660,59330,1050,15022,96151
48339,16869,4073,10161,46619
16122,37308,5069,25167,21654
6950,15534,4866,26234,10285
22651,84847,6008,6059,99608
51689,56600,6490,24914,94491
72320,87294,8952,7302,63914
40802,43776,3550,16240,50316
81214,76615,6965,13498,54346
26309,70923,2991,19922,59705
16189,46465,5365,18929,77976
17637,51463,2326,4293,35610
67839,32831,2558,20860,17325
26184,70387,7351,4219,16881
86914,20836,3095,15439,36602
68440,87283,3004,4854,91109
4641,83240,2818,21759,33053
53532,47022,4979,27780,71457
49741,66148,3494,28290,59660
6422,45966,2127,15065,37114
54259,55147,4762,29605,69043
74364,40449,5795,28441,29289
86340,14436,1328,18300,59149
8478,3351,6757,6817,67260
32429,24117,1662,17653,21225
65085,54799,1370,25150,97334
66350,45544,7188,14121,21127
25889,54705,1063,17506,36985
45670,18592,6306,20707,93623
78597,25256,5686,19551,68719
11955,6700,3399,28564,55851
85470,8214,5358,23097,76453
45972,17893,7720,20032,55640
15426,21577,7215,10200,62962
2393,36853,6812,23505,90488
88973,54623,4250,24280,55741
27510,41208,3835,28079,66558
80861,1990,7701,5654,75580
59580,84847,5194,23080,66280
27290,74105,1518,23175,60420
71073,75110,2391,9354,31130
32177,27687,4574,29024,65694
3070,75585,6657,7937,13834
89707,43548,3144,20955,93198
89462,15307,3858,24488,90194
35945,77664,2657,17364,64118
60010,65113,2022,9977,22504
23392,89055,1964,12008,75870
32709,76684,3626,24007,45924
20001,67284,2364,14082,60334
1421,39731,7691,15334,39632
2339,10107,5563,8338,73282
39312,83260,6951,8844,17642
69731,81602,5223,22090,45135
46266,73299,5134,8795,60847
30077,89354,7752,27644,43275
2748,67733,8633,13971,94914
16279,53935,2883,7493,94198
35709,25528,7945,10368,41573
36977,87748,2409,6755,94376
79147,87653,2291,14300,81153
29788,26045,7274,9186,74433
48751,50616,5832,24055,87264
17429,46141,8946,6372,50147
29767,3827,2676,7027,43537
49212,23803,6985,8080,86311
19696,54570,1214,25665,30850
32825,65569,2790,21607,74472
32713,82225,6275,6212,62018
63536,79528,7236,21340,39358
48613,74781,5062,19986,21148
11103,27265,1604,28097,16303
75802,66828,5151,27281,33116
45030,72442,2061,19434,21983
54283,64749,7191,14968,10412
52073,77747,3275,11808,22345
34919,71333,1546,18533,52184
64711,46938,1213,24576,42744
36709,87370,4171,11634,65041
28942,66720,5368,26479,60184
57095,40092,5736,28521,58034
36443,77133,1320,25176,43596
37221,88087,7849,5663,82098
7572,44162,3141,28276,98236
55585,24160,8396,28158,93349
8422,59034,8686,17935,10563
60604,18614,2769,24312,31830
61892,24289,6908,23905,92347
57149,53654,6879,13342,67340
71417,17228,3906,19678,62083
58237,20824,2229,4595,71520
3763,89152,1388,7594,84341
39778,36703,3392,22315,31947
89645,89288,4815,20408,81679
15886,1554,5549,17061,57388
41498,44255,1635,9275,41365
11806,74315,2741,20367,97737
28217,78277,8285,8518,72908
78184,34268,8092,19819,40765
8008,82810,8200,26970,44782
71235,49327,2002,28001,98895
19610,50032,7174,7801,65118
42217,65287,4685,25080,95107
56275,68665,1738,6860,75540
83319,69437,3765,14109,33233
7823,48658,1307,22209,21462
32375,68782,2565,23639,81468
65442,64797,2392,20145,63356
16439,14376,4916,27535,72920
56774,11972,3254,21162,45552
80251,73160,1931,20606,48732
89162,35387,3102,7583,64130
62254,24532,1947,21138,51584
54661,80928,3674,23355,81735
88864,49383,3697,10773,86652
1385,55584,7076,29758,96065
28809,34856,6807,21692,10545
76887,58365,7958,7193,81271
50444,72737,6445,7183,26251
30244,6538,7616,18639,75493
12468,5641,5357,27165,28168
80189,53315,4748,25384,51088
65230,63778,3987,23641,52599
13652,83244,4273,5288,72586
4627,54709,4367,8528,92912
65400,54068,3109,20102,22897
61164,54694,4636,22944,11639
47590,80572,5042,20321,38057
43214,49747,5993,15023,46716
50662,52459,1044,19540,10022
59931,31480,1455,8876,66303
34800,34430,8032,25961,75398
42634,14604,4450,7496,53439
53913,75875,3015,6353,53684
79709,44124,3685,8981,18325
3264,13196,5377,10257,73380
70281,18576,7105,17261,15823
57010,9209,6383,6634,41137
68500,89724,3471,23529,43000
21156,85941,7415,19461,63737
7181,46647,4553,8508,43963
84759,10067,8940,12796,54197
78867,82982,7505,13499,20463
77663,20549,7502,27832,96699
47641,48306,7099,4366,91774
51231,13161,4536,26573,72321
31964,45011,7815,4434,99205
55219,11939,5576,24858,25617
58394,45881,5030,14679,39999
74617,34973,3982,25100,86227
78746,79280,1148,26967,73451
14551,68926,4283,26863,49767
4030,51131,5584,16746,73381
4126,26736,8113,13382,91369
87084,49124,5723,10160,92712
71233,40864,6841,18423,12633
46708,18935,4726,29539,97080
73859,69877,6937,17978,61422
68723,51991,1927,15189,60476
23428,33546,2551,4256,29170
79015,61167,4249,18656,79280
51309,22772,8593,22067,73051
68156,3840,3610,21704,41266
32245,56503,5400,15590,56611
70456,30207,4179,11186,15956
85637,52875,1291,9919,23402
71001,3683,3168,11974,55084
19080,63927,2788,5003,45303
57777,66628,4805,5458,50481
19664,30724,8864,23100,68542
75206,19493,3620,27140,47384
25967,58278,7981,27767,81631
9373,24057,4246,6394,30963
52911,22269,1992,28206,71108
88510,19665,4384,10790,19375
29630,16439,7233,22933,79769
6827,42201,1403,6755,90813
37730,36664,3544,27584,51763
74799,62229,8336,25820,57469
15121,18895,3250,13279,53174
76725,62937,1014,21150,61196
72114,35217,7796,29092,27988
65863,29297,5912,27891,18375
83687,29543,4621,22777,80075
56258,52556,1481,11921,79917
87581,29161,4127,15198,57644
2710,54539,6686,12790,15241
1219,59558,8819,12807,16648
42769,4072,5097,18886,59014
50172,42003,5730,20691,96580
87792,40379,7919,14758,82810
85353,88282,7237,23443,49814
57233,44619,5175,20298,95096
19637,27234,4108,25410,14259
20599,14182,6670,16426,16307
21249,84679,6726,15944,15427
48725,18886,3039,25939,89541
12917,11387,5631,13504,63069
63309,1223,4503,13148,45542
38919,31004,1950,8938,65253
44357,34784,8502,28312,41179
61256,3703,8623,16706,68320
89601,88860,2348,23022,72584
72348,51619,7183,10278,79240
22798,84960,3908,18797,91978
15221,72165,3987,28398,86596
1010,34292,3393,15304,28115
81276,58136,7624,9098,31030
84907,54989,3875,18524,45041
70842,32608,1979,21824,14435
32705,34466,6867,12418,80202
70995,33604,5868,13305,18318
13513,7657,2299,29912,78859
12183,29891,3520,5282,48630
16372,1274,8426,6155,50826
22860,59661,3544,20122,63646
60227,86588,3465,15384,10081
8966,54448,4672,5126,58005
83068,48131,1417,13575,66526
7107,23667,4147,9894,62729
76410,34139,8229,19790,60570
79779,44752,8205,15139,56369
24953,88223,3732,16435,39360
70522,77308,2103,18231,63315
89561,19055,2259,14513,97039
33639,75454,2559,7759,21633
62763,67059,4385,9720,88284
37869,44866,7675,11495,99847
75119,9285,3746,13685,41188
52277,75096,5687,9204,56545
74831,20236,8262,24439,59908
52253,4056,6213,27188,51334
14341,77516,2512,25652,60287
63027,23333,5618,25828,82220
60096,45097,1582,27505,97787
40673,43292,5617,17107,46235
31834,49389,6548,27288,49374
28439,31891,6409,16069,20542
17902,59003,3462,12968,45574
6049,79453,3005,9412,75057
41610,82900,1944,9775,50851
4449,55073,1350,12321,14130
32557,79503,8228,13887,17054
21358,42288,1408,22978,65431
89275,3953,7167,21198,88338
6719,79205,6730,21442,54048
6024,9456,8000,27230,66704
72729,60006,2277,7364,11167
23754,60896,6079,5633,40723
39128,56569,5541,12731,39374
69726,86968,5245,4146,10122
34485,87732,2234,20039,33606
48198,46974,2553,12832,41698
4883,88784,8805,8369,33439
23580,37610,5935,9123,87224
5895,65715,1488,15063,31854
89125,80761,8632,23853,96279
56174,61214,4049,6490,14817
10531,18406,1073,29363,91624
56161,36510,6556,20041,85513
81999,38657,2546,20884,16111
48364,13974,8345,12653,17644
78335,83175,8834,18851,89299
77447,39529,6023,26849,46677
23210,22387,5747,17497,60298
40751,51067,5762,14153,13473
70486,13188,6579,26786,64570
4410,6133,5120,23605,24827
49915,26140,6306,6914,60301
25139,23504,3168,5722,81140
81470,65361,5926,23721,45766
2995,44075,4142,22216,95797
83087,55562,8840,9086,58651
58035,44246,2527,29189,88768
24359,32544,1040,11742,72501
50746,63407,4196,29545,41846
23579,87414,7276,16292,95044
49942,14015,3601,9192,73861
28936,48600,2811,19298,24172
46287,10458,3557,14853,49278
8197,7741,2195,20034,74563
32750,48871,7095,20856,73408
86255,32601,6793,9296,99071
23858,17575,1877,22531,13666
25867,61946,1292,22759,68436
28441,14403,4081,6811,96668
36990,10379,2867,8320,15761
61421,50132,4106,14096,34492
56268,30612,1393,12434,91651
82571,6282,6306,20640,58321
8820,25364,2088,16970,71767
50554,12633,1608,11213,56058
61366,51505,3799,25730,93960
10799,8838,7175,4830,88805
50831,75812,6294,23305,26407
29220,21243,7944,22060,98779
5635,42499,6550,23369,98690
81870,34472,3718,16168,33644
12300,84119,2348,25157,50355
5349,1606,2274,14080,84731
5152,18890,4891,29840,43361
88700,52520,5257,9902,10842
81552,28383,3156,28633,96928
2801,38415,6629,28503,46653
8182,18318,4673,21714,68004
71868,2392,8323,9792,99962
11261,28310,6607,4737,41048
23429,67616,8668,24520,61735
79466,43131,3010,19818,66952
76536,1971,2971,8318,62831
77132,42709,2042,24767,69899
86295,82593,8054,24981,44561
46252,19120,3808,8393,33603
72645,7222,8703,8833,40842
69048,66320,4733,14478,89395
67861,39877,8163,4387,65543
8082,61411,3109,16538,71879
81881,65321,6646,27775,36530
65601,71692,6347,27160,17897
67185,24835,1129,22121,14363
63175,58541,7696,29105,15049
82346,68708,8438,21636,41160
20400,3958,2959,24132,99280
73920,51982,8362,13803,92297
79859,60886,2501,27366,14435
7689,12767,1711,22173,72846
72781,60994,3108,9373,12186
43981,74342,1613,26335,19317
4473,55591,7064,10137,90517
80076,79318,7079,20781,84102
23914,46742,3291,28902,20742
14133,80991,3779,12315,34067
56599,64753,7914,19122,29277
1052,22086,7374,27066,54229
85477,72962,8126,17023,19333
39005,78374,7017,26091,93734
3591,26707,8642,26436,46706
82902,19988,8232,13089,66389
54552,77246,3431,10162,26005
81076,69818,8657,8381,23315
27135,74369,1130,22676,34428
67675,67840,2695,9386,84814
57020,30283,4562,25089,69184
73328,58296,1556,16659,14113
63231,21116,8783,16642,23371
42194,64146,1565,13901,75408
31105,76271,3334,27189,84637
6606,69198,4074,21186,20173
20938,71979,4001,27095,27218
7906,64712,5494,18103,34308
57382,23654,8493,14414,90227
55790,11211,7589,7748,63825
44034,84896,3121,10787,37302
57750,60996,3507,15805,41080
30564,86291,2536,27551,50877
5821,19572,8697,10002,97932
28895,2192,4189,14673,74910
66518,38962,2123,22582,39148
21071,8386,2651,29426,69453
46323,31538,2336,18369,19949
64562,71285,8892,6845,84471
35217,69517,1029,9749,77429
10042,69782,2327,9573,50686
38814,75727,8423,12376,76086
41449,72032,2194,6185,82725
70421,38089,6284,15040,75420
17831,69496,6276,24406,70255
86232,33047,6975,13573,75506
80957,1468,8164,26659,51990
3103,84031,3636,11814,60007
56338,49213,8291,14341,78893
70659,59928,8376,23701,73849
2903,35099,2204,22881,78864
48046,34314,1579,11797,88411
18756,26405,2330,14672,83069
8879,12712,5954,15983,88029
38527,35251,2814,17385,80465
3794,21209,5958,14508,39856
84789,34892,8274,26356,95001
65672,40439,5519,22637,37278
34106,25182,8054,24303,92819
14146,80405,7566,9878,33664
7375,35716,2611,23049,73052
69806,58218,7272,29628,25639
30462,83310,4517,23242,61416
68760,89874,7615,23769,36118
25368,5466,5504,11432,10696
60100,20086,5589,22745,70042
56293,8546,5272,5822,56518
88445,74141,5647,12262,25821
8683,15388,1684,20163,31603
62369,6811,1838,19630,83889
4767,19505,5611,6102,32589
7254,25738,6542,19504,99971
10792,14324,5830,16801,22718
47838,25892,8645,20591,68855
31253,53834,4539,19971,85335
64018,4913,1105,20929,74439
26749,58274,6729,15016,90097
79230,59760,4819,6282,15154
73080,32279,8293,28925,21229
16842,34878,7027,20046,53308
13232,88853,1082,23494,67462
20861,44917,3227,21811,63131
5193,85948,3059,15408,92671
36661,66097,6815,18328,64717
73901,81421,2168,9951,44406
21474,18149,4859,18437,11404
8577,5837,6508,19564,56255
58948,58966,3664,8190,43169
8250,37371,5630,21306,51938
50611,50800,1071,28471,30681
68673,22905,2523,17964,62562
87337,44818,8902,11382,36354
56039,49764,2223,14398,78688
59547,6368,5894,21509,92104
65457,65400,1353,4653,27498
88270,32277,3515,26296,10726
42701,44351,3796,17490,39769
74099,58186,5689,21207,85768
63423,28753,1709,28105,12297
55520,17668,8350,29575,41034
45339,65962,4982,11349,33216
64089,31013,7912,7012,55903
12817,35130,2193,10188,70985
68588,62200,6741,6765,45560
61504,53997,2342,5288,23113
73830,57484,3085,26463,60558
3162,77702,8218,28197,54883
5702,80868,4938,5270,48973
17953,44755,1073,21369,44399
11010,17413,3877,13941,40308
4060,66892,5017,11639,34937
78862,39511,2838,16861,92261
73845,16394,8142,27260,99783
55375,10113,3982,28692,47432
89912,43938,4275,21934,98432
16204,32020,2559,15508,76266
72665,14431,2228,16876,97886
60640,24636,6158,9625,43414
17834,52891,4090,12049,83681
64414,70286,6817,16439,46188
19067,2983,5406,23607,51427
56564,79518,2134,17965,50965
44710,75328,7678,25036,42885
5786,32533,4427,8692,25047
6239,70289,8935,17170,41099
49821,41895,6027,21709,48578
87939,84187,7943,6284,56849
8427,43970,6320,26544,76681
54609,78556,5841,14392,98219
69239,9132,8538,28781,91729
16534,45655,7737,16344,29530
82762,30961,3733,27159,15752
24254,88792,7371,5594,28592
7532,13843,8455,28399,48350
4161,83073,7851,28711,79620
81971,41947,2494,6741,51367
78132,5324,7880,6272,94142
84791,14207,4706,17345,98071
18059,7139,2852,9154,91055
26501,69032,4855,4693,82092
80381,2471,5090,26422,13885
65407,66990,7544,4172,74250
13781,64483,8987,16243,96258
70281,52541,2825,29899,69273
26895,2431,2127,10738,40970
19359,62695,7479,6160,79215
71239,19148,1467,26444,93057
61836,79079,1738,26707,99403
32205,87843,8776,10659,37974
58161,30163,4544,5912,44311
10084,72384,1348,11281,90966
63645,69762,4837,18587,36036
34965,5038,5787,4907,14156
56776,87557,8551,10070,17450
36849,14463,7679,23988,36814
9919,78558,6797,4419,12558
8283,87374,8006,27450,87010
74085,52478,1403,24860,93411
59751,83154,2769,22307,89707
68457,29436,4239,26849,65422
37797,85954,8586,18183,10204
16746,78761,2647,29044,52759
52391,19134,5278,14972,79814
67199,20393,8632,22238,13856
50419,34970,4616,6453,58623
54839,16526,5160,15484,25536
51618,65162,6134,18380,17899
8191,88364,4428,25774,78469
84911,66710,6731,20527,70688
7015,61361,1510,22521,49345
85745,3285,3022,11865,74148
20586,28927,2949,23863,32861
18553,43412,2659,29383,92525
74228,86991,3907,9408,93758
54162,20389,4894,13899,51315
45785,57091,3344,10020,20665
29241,58585,4679,13640,49267
5623,37769,3104,28843,52877
58210,2532,1123,13054,59412
40517,58759,7536,4075,21954
1017,1488,1373,24218,72726
57128,85767,6687,20360,46531
9800,81486,1156,11092,75544
39675,2929,3301,20361,24658
49999,89277,2087,27361,31580
74460,89179,4441,9202,28681
65724,59950,4036,29467,15822
79988,24368,3181,21850,23330
4726,42810,3396,10173,19728
15267,73099,6844,25919,83179
74096,47784,7064,23418,79663
5726,32142,3946,24046,97906
59342,8508,2610,19476,75113
54960,7979,3579,21135,80016
51259,19625,3488,20646,47618
59071,23391,8704,14660,54432
50318,81937,5559,6368,68909
56168,11537,8108,22153,32605
31652,76489,4720,11052,19782
32906,1762,1662,4336,27861
38088,18561,2322,24495,48201
63047,45364,4931,18162,64177
51252,19802,4793,16941,25046
20173,17916,5307,24899,34792
59385,33196,7421,29188,30591
80752,76173,6777,29767,59078
75496,89073,8266,21847,11044
45865,19884,6332,25164,48661
47197,59306,5739,24947,69004
65733,8618,2800,6239,63632
34779,31100,2560,15944,94866
57241,1813,7129,20677,85915
82378,63016,5111,20841,41786
75845,51867,3479,6592,10597
36076,9013,4677,10060,53831
18390,68050,5443,5007,52972
45509,84804,4470,22149,96375
73038,27179,1706,28335,82822
38802,81297,3105,10876,81531
14609,36589,4542,6299,77750
88679,9180,5791,17562,61092
15532,88322,5007,24729,36671
70255,29769,3241,23377,89691
49211,86185,7158,29513,33284
12208,16505,5534,4665,18607
51759,1318,4274,6423,33002
11807,50028,6389,27779,40102
46215,50542,7221,13746,65141
8287,61864,5446,22395,11461
44272,15923,1204,29494,20625
85325,26514,8152,27416,86532
77720,13498,7382,14420,41342
63146,34026,5877,17089,96020
25925,63664,1080,11830,69347
15189,80339,5615,9139,77726
29422,80754,3841,23443,53499
8586,37249,1000,27676,64919
30573,9561,4420,17045,21839
70910,19191,1508,21445,59930
86930,64304,4452,22817,67492
34492,57289,8616,24453,43544
70598,46642,4939,6168,30904
26602,78036,5647,9421,65086
88094,73559,7426,11827,32824
7978,32915,2568,20893,63606
70426,5702,3656,8142,97686
20849,46523,8990,6021,90825
28488,70882,5939,15621,36446
49623,23379,1678,18367,71053
42047,37996,1091,6838,70913
65660,87234,8761,22997,65646
7299,88131,1885,12147,16674
85448,71592,8215,26129,50525
66553,58249,1480,24059,31666
27230,89773,1014,23882,21726
49998,30223,2416,22494,71795
5065,61849,6299,15106,38971
77610,80856,8332,26395,48023
87672,82997,2445,27743,39298
69082,47803,3670,24901,82416
68074,67392,8424,17453,70486
27361,5672,7178,16756,61345
18926,5125,3189,6113,91741
56801,76386,5736,15974,94184
53895,42304,3529,6514,74727
72173,86068,2796,17024,97265
35253,74034,2597,21205,11277
22365,71620,1425,22146,75498
54082,46340,6758,21025,44375
41566,15247,6847,28129,82807
52987,88342,2813,21549,53392
40316,32247,3657,26011,33122
33569,23973,3014,16622,67573
88709,28927,7030,13459,28997
47773,28315,1534,25610,59734
57513,17707,1596,23213,24238
88913,26133,3999,5372,87132
37422,31399,1521,19648,91223
56651,17639,7575,24715,19777
74100,59308,3237,23364,95212
7517,15318,6229,6535,24205
30922,49144,7648,13299,36516
18000,63017,3273,9353,34996
24118,62010,3029,16913,31095
13096,52879,2521,20053,63477
14127,76295,5358,11075,20616
54996,60911,4752,28865,94915
15734,82154,3762,12304,66428
66402,29954,4181,24092,89722
82484,51054,1009,6655,23497
2290,5570,8622,6671,26000
56679,69286,7796,19502,41424
84367,62546,3012,18149,10683
86446,67718,4711,29475,65604
80189,3288,8907,23598,84429
26123,72558,7802,18468,27467
6178,45902,8723,21009,32877
15456,8647,8676,27221,65057
51401,37524,3168,29738,81142
45638,63521,3881,25529,34087
75215,34778,5521,13434,68661
72504,11285,6772,25438,56713
46919,39784,8692,24587,85871
16244,62556,2809,24705,72415
35437,73312,5720,9817,14213
70904,73841,6945,8621,91124
29376,22685,1158,9684,62158
79545,30424,6561,7652,84802
58087,59166,7182,22424,96477
31528,39320,5660,11780,17717
51670,38073,6368,11311,23575
72925,4745,2107,12137,75419
31137,79221,1872,20067,40348
35577,76693,8175,25304,34647
14846,5719,7202,20110,99442
51897,47732,5551,11819,32505
47976,33154,6453,19422,54172
26505,3244,7381,10172,98915
82405,66725,1473,13118,86200
54544,40623,7114,27917,96339
20453,1043,2209,18114,22857
37400,15434,8623,15200,89585
10517,71952,1301,12213,75751
45363,78868,2543,16036,38217
6799,79073,5289,22905,21811
51001,86500,6399,22025,33216
47753,38336,8079,19771,18831
14887,83210,3901,19401,60464
59198,4373,6526,5283,74777
60916,88569,7837,19981,35563
13809,26375,1860,11108,98849
71658,47415,5713,17775,71819
80450,20162,4407,19596,54081
33902,21301,4482,14041,69457
77926,38045,8858,4610,20546
75646,74088,7490,29331,61876
1964,80374,8471,14200,43005
12853,19373,7495,9329,83405
79003,81979,3879,20043,51384
11864,16998,8477,7606,99929
44008,82020,2024,10459,19369
17883,17072,6583,23346,14424
77690,33241,3131,28803,55808
84375,80530,7718,7408,16598
30505,42519,3060,10155,94971
27829,7296,1963,24762,95348
20421,49784,5702,26410,50827
35014,65976,6623,15733,95237
5530,50938,4112,16003,71142
82616,20124,3847,27389,33476
21335,9505,5160,13256,53839
39144,82672,2794,24615,73013
10492,39553,8658,18035,35729
10816,1166,8182,16983,73314
88513,16766,3421,18982,47297
76550,17750,4566,4114,33328
67667,45796,8498,21558,16687
29985,27621,5233,12271,31060
80758,36591,3728,21524,39638
57417,76275,5169,6983,75327
31625,82572,5047,16860,14622
48915,12372,8157,6698,25154
6111,5370,4457,18379,21345
86792,23906,7176,27722,34391
38630,34814,5542,23683,67815
46729,52379,4438,29885,39140
79730,12449,3007,5776,10346
59105,64979,4219,20213,93969
55141,15269,5740,28438,83555
71890,76500,5525,28551,29142
31020,54097,1784,16109,49583
84348,43131,1785,22411,48937
9168,18870,6223,21788,81829
35749,52268,7507,7433,85130
18865,23593,8326,20927,69664
29727,36069,4258,19501,45724
42599,67542,3150,19645,69278
80644,80336,4382,9601,84735
52598,65756,4623,24698,49634
86576,66352,5041,14012,84324
64272,34698,2771,15441,11373
49081,35349,2737,25706,59151
46519,43332,1597,4947,61177
86402,64908,6780,24787,54864
17965,40903,4131,26677,51785
57413,76417,6135,26674,59921
30391,35147,2397,12658,11717
69782,18055,6557,4650,32998
53513,73165,3330,21157,44075
77360,76162,4082,27566,66469
16869,6943,8255,14329,46489
41814,86896,7672,28112,50198
48043,58450,3024,27000,37188
78688,41219,5163,12221,77309
58677,64933,5562,20759,44459
55504,77459,2354,27847,33489
9477,35489,6636,12393,72961
57506,51831,7531,26293,20903
65378,23343,2014,25520,65465
63365,57091,4890,25400,20909
88750,31676,8551,20225,93482
74835,51783,7000,29621,85716
71103,73101,2709,21075,39875
81138,61452,6534,18302,91652
23120,41078,1745,13435,92528
38820,24743,1777,25509,35334
1294,58713,7435,16650,67978
